permit_number,StreetName,Cross Street 1,Cross Street 2,Utility Contractor,Permit Reason,Utility Type,Effective Date,Expiration Date,Status,cnn
18EXC-1951,HAYES ST,WEBSTER ST,FILLMORE ST,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,6820000
17EXC-1397,FRANKLIN ST,OAK ST,HICKORY ST,"Precision Engineering, Inc.",Reconstruct Pavement,Street / Roadway:Curb Ramp:Sewer,04/08/2017 12:00:00 AM,08/30/2018 12:00:00 AM,APPROVED,5798000
18EXC-1951,SCOTT ST,HAYES ST,GROVE ST,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,11688000
18EXC-1951,MARKET ST,HAYES ST,09TH ST \ LARKIN ST,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,8752202
18EXC-1951,SCOTT ST,HAIGHT ST,PAGE ST,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,11684000
18EXC-1951,LYON ST,HAIGHT ST,PAGE ST,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,8554000
18EXC-0122,HAIGHT ST,BUCHANAN ST,WEBSTER ST,Pacific Gas & Electric,Replace/Repair Box,Electric,05/21/2018 12:00:00 AM,06/18/2018 12:00:00 AM,APPROVED,6606000
18EXC-1951,DIVISADERO ST,CASTRO ST \ WALLER ST,HAIGHT ST,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,4798201
18EXC-1951,HAYES ST,CENTRAL AVE,MASONIC AVE,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,6829000
18EXC-1951,HAIGHT ST,LYON ST,BUENA VISTA AVE,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,6615000
18EXC-2064,BATTERY ST,PINE ST,CALIFORNIA ST,CableCom,Install New Service,Cable TV,04/30/2018 12:00:00 AM,06/13/2018 12:00:00 AM,APPROVED,2753000
18EXC-0832,INDUSTRIAL ST,BARNEVELD AVE \ SHAFTER AVE,CHARTER OAK AVE,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Street / Roadway:Sidewalk/Curb:Curb Ramp,04/27/2018 12:00:00 AM,12/29/2018 12:00:00 AM,APPROVED,7206101
18EXC-0832,INDUSTRIAL ST,BARNEVELD AVE \ SHAFTER AVE,CHARTER OAK AVE,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Street / Roadway:Sidewalk/Curb:Curb Ramp,04/27/2018 12:00:00 AM,12/29/2018 12:00:00 AM,APPROVED,7206201
18EXC-1422,SANTA PAULA AVE,TERRACE WALK \ YERBA BUENA AVE,SAN JACINTO WAY,Pacific Gas & Electric,Place Conduit,Electric:Street Light:Sidewalk/Curb,05/09/2018 12:00:00 AM,06/22/2018 12:00:00 AM,ACTIVE,11586000
18EXC-1951,BAKER ST,OAK ST,FELL ST,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,2606000
18EXC-1951,MASONIC AVE,GROVE ST,HAYES ST,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,8850000
18EXC-0832,REVERE AVE,HAWES ST,INGALLS ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Street / Roadway:Sidewalk/Curb:Curb Ramp,04/27/2018 12:00:00 AM,12/29/2018 12:00:00 AM,APPROVED,10974000
18EXC-1951,BUCHANAN ST,HAIGHT ST,,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,25869000
18EXC-0832,INDUSTRIAL ST,CHARTER OAK AVE,BOUTWELL ST \ LOOMIS ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Street / Roadway:Sidewalk/Curb:Curb Ramp,04/27/2018 12:00:00 AM,12/29/2018 12:00:00 AM,APPROVED,7207201
18EXC-2036,MASON ST,GEARY ST,DERBY ST,Pacific Gas & Electric,Repair Manhole,Electric,05/22/2018 12:00:00 AM,06/22/2018 12:00:00 AM,APPROVED,8804000
18EXC-0832,INGALLS ST,BEATRICE LN,LA SALLE AVE,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Street / Roadway:Sidewalk/Curb:Curb Ramp,04/27/2018 12:00:00 AM,12/29/2018 12:00:00 AM,APPROVED,7221000
18EXC-0832,INDUSTRIAL ST,QUESADA AVE,REVERE AVE,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Street / Roadway:Sidewalk/Curb:Curb Ramp,04/27/2018 12:00:00 AM,12/29/2018 12:00:00 AM,APPROVED,7205102
18EXC-0832,INGALLS ST,CARROLL AVE,DONNER AVE,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Street / Roadway:Sidewalk/Curb:Curb Ramp,04/27/2018 12:00:00 AM,12/29/2018 12:00:00 AM,APPROVED,7236000
18EXC-0832,HARBOR RD,INGALLS ST,BERTHA LN,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Street / Roadway:Sidewalk/Curb:Curb Ramp,04/27/2018 12:00:00 AM,12/29/2018 12:00:00 AM,APPROVED,6672000
18EXC-1951,HAIGHT ST,MASONIC AVE,ASHBURY ST,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,6618000
14EXC-0535,STOCKTON ST,MAIDEN LN,POST ST,Tutor Perini Corporation,Other,Other,01/27/2014 12:00:00 AM,12/31/2018 12:00:00 AM,APPROVED,12197000
18EXC-1951,HAIGHT ST,ASHBURY ST,CLAYTON ST,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,6619000
18EXC-2039,BUENA VISTA AVE EAST,BUENA VISTA AVE \ WALLER ST,BUENA VISTA AVE \ BUENA VISTA TER \ DUBOCE AVE,Pacific Gas & Electric,Place Conduit,Electric,05/05/2018 12:00:00 AM,06/18/2018 12:00:00 AM,APPROVED,3363000
18EXC-1951,BRODERICK ST,HAIGHT ST,PAGE ST,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,3188000
18EXC-0832,HUDSON AVE,INGALLS ST,BERTHA LN,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Street / Roadway:Sidewalk/Curb:Curb Ramp,04/27/2018 12:00:00 AM,12/29/2018 12:00:00 AM,APPROVED,7070000
18EXC-1951,HAIGHT ST,BRODERICK ST,BAKER ST \ BUENA VISTA AVE,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,6613000
18EXC-0832,INGALLS ST,ARMSTRONG AVE,BANCROFT AVE,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Street / Roadway:Sidewalk/Curb:Curb Ramp,04/27/2018 12:00:00 AM,12/29/2018 12:00:00 AM,APPROVED,7234000
18EXC-1951,BAKER ST,FELL ST,HAYES ST,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,2607000
18EXC-0832,INGALLS ST,KISKA RD,BEATRICE LN,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Street / Roadway:Sidewalk/Curb:Curb Ramp,04/27/2018 12:00:00 AM,12/29/2018 12:00:00 AM,APPROVED,7220000
18EXC-1951,ASHBURY ST,HAIGHT ST,,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,26338000
18EXC-1951,LAGUNA ST,LINDEN ST,HAYES ST,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,7949000
18EXC-1951,HAYES ST,MASONIC AVE,ASHBURY ST,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,6830000
18EXC-1290,POTRERO AVE,18TH ST,19TH ST,Pacific Gas & Electric,Install new box,Electric,06/04/2018 12:00:00 AM,07/02/2018 12:00:00 AM,APPROVED,10664201
18EXC-0832,INGALLS ST,WALLACE AVE,YOSEMITE AVE,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Street / Roadway:Sidewalk/Curb:Curb Ramp,04/27/2018 12:00:00 AM,12/29/2018 12:00:00 AM,APPROVED,7232000
18EXC-0832,ARMSTRONG AVE,INGALLS ST,,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Street / Roadway:Sidewalk/Curb:Curb Ramp,04/27/2018 12:00:00 AM,12/29/2018 12:00:00 AM,APPROVED,20113000
18EXC-0832,CHARTER OAK AVE,INDUSTRIAL ST,,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Street / Roadway:Sidewalk/Curb:Curb Ramp,04/27/2018 12:00:00 AM,12/29/2018 12:00:00 AM,APPROVED,20785000
18EXC-2039,BUENA VISTA TER,14TH ST,ROOSEVELT WAY,Pacific Gas & Electric,Place Conduit,Electric,05/05/2018 12:00:00 AM,06/18/2018 12:00:00 AM,APPROVED,3360000
18EXC-1951,HAIGHT ST,WEBSTER ST,,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,25898000
18EXC-1951,CLAYTON ST,PAGE ST,HAIGHT ST,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,4131000
18EXC-1951,CENTRAL AVE,HAIGHT ST,PAGE ST,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,3861000
18EXC-0832,INGALLS ST,HUDSON AVE,NORTHRIDGE RD \ ROSIE LEE LN,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Street / Roadway:Sidewalk/Curb:Curb Ramp,04/27/2018 12:00:00 AM,12/29/2018 12:00:00 AM,APPROVED,7218000
18EXC-1951,HAYES ST,FILLMORE ST,STEINER ST,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,6821000
18EXC-1951,FILLMORE ST,HAIGHT ST,PAGE ST,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,5534000
18EXC-0832,INGALLS ST,PALOU AVE,QUESADA AVE,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Street / Roadway:Sidewalk/Curb:Curb Ramp,04/27/2018 12:00:00 AM,12/29/2018 12:00:00 AM,APPROVED,7225000
18EXC-1951,HAYES ST,LARKIN ST,POLK ST,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,6812000
18EXC-1951,HAYES ST,WEBSTER ST,,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,25952000
18EXC-0832,INGALLS ST,YOSEMITE AVE,,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Street / Roadway:Sidewalk/Curb:Curb Ramp,04/27/2018 12:00:00 AM,12/29/2018 12:00:00 AM,APPROVED,20148000
18EXC-1422,SANTA CLARA AVE,PORTOLA DR \ VICENTE ST,SANTA MONICA WAY \ YERBA BUENA AVE,Pacific Gas & Electric,Place Conduit,Electric:Street Light:Sidewalk/Curb,05/09/2018 12:00:00 AM,06/22/2018 12:00:00 AM,ACTIVE,11568000
18EXC-1951,HAIGHT ST,MASONIC AVE,,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,26342000
18EXC-1951,BRODERICK ST,HAYES ST,GROVE ST,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,3192000
18EXC-1422,YERBA BUENA AVE,SANTA CLARA AVE \ SANTA MONICA WAY,SANTA PAULA AVE \ TERRACE WALK,Pacific Gas & Electric,Place Conduit,Electric:Street Light:Sidewalk/Curb,05/09/2018 12:00:00 AM,06/22/2018 12:00:00 AM,ACTIVE,13746000
18EXC-0832,YOSEMITE AVE,INGALLS ST,JENNINGS ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Street / Roadway:Sidewalk/Curb:Curb Ramp,04/27/2018 12:00:00 AM,12/29/2018 12:00:00 AM,APPROVED,13780000
18EXC-0832,OAKDALE AVE,BALDWIN CT,INGALLS ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Street / Roadway:Sidewalk/Curb:Curb Ramp,04/27/2018 12:00:00 AM,12/29/2018 12:00:00 AM,APPROVED,9782000
18EXC-1951,HAYES ST,GOUGH ST,OCTAVIA ST,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,6816000
18EXC-0832,BEATRICE LN,INGALLS ST,,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Street / Roadway:Sidewalk/Curb:Curb Ramp,04/27/2018 12:00:00 AM,12/29/2018 12:00:00 AM,APPROVED,20081000
17EXC-4491,06TH AVE,IRVING ST,,Mitchell Engineering. Inc.,Reconstruct Pavement,Water Service:Fire Service:Landscaping:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer,09/09/2017 12:00:00 AM,08/13/2019 12:00:00 AM,APPROVED,27084000
18EXC-2039,BUENA VISTA AVE EAST,BAKER ST \ BUENA VISTA AVE \ HAIGHT ST,BUENA VISTA AVE \ WALLER ST,Pacific Gas & Electric,Place Conduit,Electric,05/05/2018 12:00:00 AM,06/18/2018 12:00:00 AM,APPROVED,3362000
18EXC-0832,YOSEMITE AVE,HAWES ST,INGALLS ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Street / Roadway:Sidewalk/Curb:Curb Ramp,04/27/2018 12:00:00 AM,12/29/2018 12:00:00 AM,APPROVED,13779000
18EXC-1951,CLAYTON ST,HAIGHT ST,WALLER ST,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,4132000
17EXC-4491,08TH AVE,IRVING ST,JUDAH ST,Mitchell Engineering. Inc.,Reconstruct Pavement,Water Service:Fire Service:Landscaping:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer,09/09/2017 12:00:00 AM,08/13/2019 12:00:00 AM,APPROVED,396000
17EXC-4491,ARGUELLO BLVD,HUGO ST,CARL ST,Mitchell Engineering. Inc.,Reconstruct Pavement,Water Service:Fire Service:Landscaping:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer,09/09/2017 12:00:00 AM,08/13/2019 12:00:00 AM,APPROVED,2433000
18EXC-1951,CENTRAL AVE,HAYES ST,GROVE ST,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,3864000
18EXC-0832,SHAFTER AVE,HAWES ST,INGALLS ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Street / Roadway:Sidewalk/Curb:Curb Ramp,04/27/2018 12:00:00 AM,12/29/2018 12:00:00 AM,APPROVED,11783000
17EXC-4491,18TH AVE,IRVING ST,JUDAH ST,Mitchell Engineering. Inc.,Reconstruct Pavement,Water Service:Fire Service:Landscaping:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer,09/09/2017 12:00:00 AM,08/13/2019 12:00:00 AM,APPROVED,835000
18EXC-0832,MIDDLE POINT RD,HARE ST,INGALLS ST \ INNES AVE,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Street / Roadway:Sidewalk/Curb:Curb Ramp,04/27/2018 12:00:00 AM,12/29/2018 12:00:00 AM,APPROVED,9015000
17EXC-4491,07TH AVE,IRVING ST,JUDAH ST,Mitchell Engineering. Inc.,Reconstruct Pavement,Water Service:Fire Service:Landscaping:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer,09/09/2017 12:00:00 AM,08/13/2019 12:00:00 AM,APPROVED,360000
18EXC-1951,LAGUNA ST,WALLER ST,HAIGHT ST,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,7941000
17EXC-4491,10TH AVE,IRVING ST,JUDAH ST,Mitchell Engineering. Inc.,Reconstruct Pavement,Water Service:Fire Service:Landscaping:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer,09/09/2017 12:00:00 AM,08/13/2019 12:00:00 AM,APPROVED,471000
14EXC-0431,05TH ST,TOWNSEND ST,,Tutor Perini Corporation,Other,Other,01/22/2014 12:00:00 AM,12/31/2018 12:00:00 AM,APPROVED,23823000
18EXC-1951,HAIGHT ST,SCOTT ST,DIVISADERO ST,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,6611000
17EXC-4491,IRVING ST,04TH AVE,05TH AVE,Mitchell Engineering. Inc.,Reconstruct Pavement,Water Service:Fire Service:Landscaping:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer,09/09/2017 12:00:00 AM,08/13/2019 12:00:00 AM,APPROVED,7281000
18EXC-0832,QUESADA AVE,HAWES ST,INGALLS ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Street / Roadway:Sidewalk/Curb:Curb Ramp,04/27/2018 12:00:00 AM,12/29/2018 12:00:00 AM,APPROVED,10811000
17EXC-4491,CARL ST,CLAYTON ST,COLE ST,Mitchell Engineering. Inc.,Reconstruct Pavement,Water Service:Fire Service:Landscaping:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer,09/09/2017 12:00:00 AM,08/13/2019 12:00:00 AM,APPROVED,3694000
17EXC-4491,17TH AVE,LINCOLN WAY,IRVING ST,Mitchell Engineering. Inc.,Reconstruct Pavement,Water Service:Fire Service:Landscaping:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer,09/09/2017 12:00:00 AM,08/13/2019 12:00:00 AM,APPROVED,757000
18EXC-2051,22ND AVE,CLEMENT ST,GEARY BLVD,Pacific Gas & Electric,Relocate Service,Gas,04/30/2018 12:00:00 AM,06/13/2018 12:00:00 AM,APPROVED,1134000
14EXC-0535,GEARY ST,STOCKTON ST,POWELL ST,Tutor Perini Corporation,Other,Other,01/27/2014 12:00:00 AM,12/31/2018 12:00:00 AM,APPROVED,6109000
18EXC-0832,OAKDALE AVE,INDUSTRIAL ST \ SELBY ST,TOLAND ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Street / Roadway:Sidewalk/Curb:Curb Ramp,04/27/2018 12:00:00 AM,12/29/2018 12:00:00 AM,APPROVED,9794000
17EXC-4491,04TH AVE,IRVING ST,PARNASSUS AVE,Mitchell Engineering. Inc.,Reconstruct Pavement,Water Service:Fire Service:Landscaping:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer,09/09/2017 12:00:00 AM,08/13/2019 12:00:00 AM,APPROVED,248000
18EXC-0832,WALLACE AVE,INGALLS ST,JENNINGS ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Street / Roadway:Sidewalk/Curb:Curb Ramp,04/27/2018 12:00:00 AM,12/29/2018 12:00:00 AM,APPROVED,13355000
18EXC-1951,FILLMORE ST,FELL ST,HAYES ST,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,5537000
18EXC-0832,PALOU AVE,SELBY ST,INDUSTRIAL ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Street / Roadway:Sidewalk/Curb:Curb Ramp,04/27/2018 12:00:00 AM,12/29/2018 12:00:00 AM,APPROVED,10229000
17EXC-4491,17TH AVE,IRVING ST,JUDAH ST,Mitchell Engineering. Inc.,Reconstruct Pavement,Water Service:Fire Service:Landscaping:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer,09/09/2017 12:00:00 AM,08/13/2019 12:00:00 AM,APPROVED,758000
18EXC-0832,GEORGE CT,INGALLS ST,,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Street / Roadway:Sidewalk/Curb:Curb Ramp,04/27/2018 12:00:00 AM,12/29/2018 12:00:00 AM,APPROVED,20127000
17EXC-4491,05TH AVE,IRVING ST,JUDAH ST \ PARNASSUS AVE,Mitchell Engineering. Inc.,Reconstruct Pavement,Water Service:Fire Service:Landscaping:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer,09/09/2017 12:00:00 AM,08/13/2019 12:00:00 AM,APPROVED,286000
18EXC-1951,FILLMORE ST,HAIGHT ST,,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,25899000
18EXC-1951,MASONIC AVE,PAGE ST,HAIGHT ST,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,8854000
18EXC-1951,HAYES ST,BRODERICK ST,BAKER ST,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,6826000
18EXC-1951,BUCHANAN ST,LAUSSAT ST,HAIGHT ST,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,3324000
17EXC-4491,10TH AVE,IRVING ST,,Mitchell Engineering. Inc.,Reconstruct Pavement,Water Service:Fire Service:Landscaping:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer,09/09/2017 12:00:00 AM,08/13/2019 12:00:00 AM,APPROVED,27155000
17EXC-4491,CARL ST,STANYAN ST,,Mitchell Engineering. Inc.,Reconstruct Pavement,Water Service:Fire Service:Landscaping:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer,09/09/2017 12:00:00 AM,08/13/2019 12:00:00 AM,APPROVED,26303000
18EXC-1951,BAKER ST,HAYES ST,GROVE ST,Ghilotti Bros. Construction,Reconstruct Pavement,Pavement Preservation:Water Service:Electric:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,05/02/2018 12:00:00 AM,07/31/2018 12:00:00 AM,APPROVED,2608000
